pmid,abstract,epi_prob,is_epi
32518415,"PURPOSE:Cardiac-valvular and vascular Ehlers-Danlos syndrome (EDS) have significant cardiovascular issues. The prevalence and significance of such abnormalities in classical (cEDS) or hypermobile EDS (hEDS) remain unclear. We report the prevalence of cardiac abnormalities in patients with cEDS and hEDS. METHODS:We identified 532 pediatric patients with potential EDS evaluated at our institution from January 2014 through April 2019 by retrospective chart review. Ninety-five patients (12 cEDS and 83 hEDS patients) met 2017 EDS diagnostic criteria and had an echocardiogram. One patient was excluded due to complex congenital heart disease, and two were excluded due to lack of images. We reviewed echocardiograms for all structural abnormalities. RESULTS:Of these 95 patients, 1 had mild aortic root dilation, and 1 had mild ascending aorta dilation in the setting of a bicuspid aortic valve. Eleven patients (11.6%) had a cardiac valve abnormality, all of which were trivial to mild. None of the patients required cardiac intervention. CONCLUSION:Our results demonstrate that aortic dilation and valvular anomalies are uncommon in cEDS or hEDS patients. Given the lack of evidence, we do not recommend echocardiographic evaluation and surveillance in patients with cEDS and hEDS in the absence of clinical findings or positive family history.",0.9973160624504089,True
31947929,"Ehlers-Danlos Syndromes (EDS) are a group of heritable disorders of connective tissue (HDCT) characterized by joint hypermobility, skin hyperextensibility, and tissue fragility. Orthostatic intolerance (OI) is highly prevalent in EDS however mechanisms linking OI to EDS remain poorly understood. We hypothesize that impaired blood pressure (BP) and heart rate control is associated with lower arterial stiffness in people with EDS. Orthostatic vital signs and arterial stiffness were assessed in a cohort of 60 people with EDS (49 female, 36 ± 16 years). Arterial elasticity was assessed by central and peripheral pulse wave velocity (PWV). Central PWV was lower in people with EDS compared to reference values in healthy subjects. In participants with EDS, central PWV was correlated to supine systolic BP (r = 0.387, p = 0.002), supine diastolic BP (r = 0.400, p = 0.002), and seated systolic BP (r = 0.399, p = 0.002). There were no significant correlations between PWV and changes in BP or heart rate with standing (p > 0.05). Between EDS types, there were no differences in supine hemodynamics or PWV measures (p > 0.05). These data demonstrate that increased arterial elasticity is associated with lower BP in people with EDS which may contribute to orthostatic symptoms and potentially provides a quantitative clinical measure for future genotype-phenotype investigations.",0.9931424856185913,True
32654548,"PURPOSE:Ehlers-Danlos Syndrome (EDS) is an inherited connective tissue disorder caused by abnormal collagen synthesis. Little is known about its effects on pregnancy. The purpose of this study was to evaluate the pregnancy outcomes in women with EDS. MATERIALS AND METHODS:We conducted a population-based retrospective cohort study using the Healthcare Cost and Utilization Project Nationwide Inpatient Sample database from the United States. The study included women who delivered between 1999 and 2014. We measured the prevalence of EDS over time, and compared the baseline, obstetrical, and neonatal outcomes among women with EDS to the general obstetrical population without EDS. Unconditional logistic regression models were used to calculate the adjusted effect of EDS on maternal and neonatal outcomes. RESULTS:The overall prevalence of EDS in pregnancy was 7 per 100,000 births, with the trend increasing over the 16 year study period (p < .0001). Women with EDS were more likely to be Caucasian, belong to a higher income quartile, and smoke. Pregnancies in women with EDS were associated with prematurity, 1.47 (1.18-1.82), cervical incompetence, 3.11 (1.99-4.85), antepartum hemorrhage, 1.71 (1.16-2.50), placenta previa, 2.26 (1.35-3.77) and maternal death, 9.04 (1.27-64.27). Pregnant women with EDS were more likely to be delivered by cesarean section, 1.55 (1.36-1.76), have longer postpartum stays (>7 days), 2.82 (2.08-3.85), and have a neonate with intra-uterine growth restriction, 1.81 (1.29-2.54). CONCLUSIONS:EDS in pregnancy is a high-risk condition with increased maternal morbidity and mortality, as well as newborn morbidity. Consideration should be given to prematurity preventative measures and high-risk pregnancy consultation.",0.3834567368030548,False
32147746,"Ehlers-Danlos syndromes (EDS) are a group of inherited connective tissue disorders characterized by joint hypermobility, skin hyperextensibility, and variable tissue fragility. However, there are limited published data on the dental manifestations of EDS. This review systematically assessed the spectrum of published dental anomalies in various types of EDS. Twenty-four individual case reports/series and 3 longer case-control studies, reporting on a total of 84 individuals with a clinical diagnosis of EDS, were included in the data analysis. The main dental features listed in classical EDS were pulp calcification and localized root hypoplasia. Common dental abnormalities observed in vascular EDS were pulp shape modifications (52.2%), exceeding root length (34.8%), and molar root fusion (47.8%). Dentinogenesis imperfecta is a consistent finding in osteogenesis imperfecta/EDS overlap syndrome. Data on dental manifestations in other types of EDS are both rare and generally inconclusive.",0.37202006578445435,False
31904772,"Of the 13 subtypes of Ehlers-Danlos Syndromes (EDSs) identified in the 2017 international classification of EDSs, 12 have a recognized, associated genetic mutation. However, hypermobile EDS (hEDS) currently has no identifiable associated gene. Therefore, patients with hEDS are identified through a set of clinical diagnosis guidelines and criteria, which are meant to differentiate hEDS from other hypermobile joint conditions and other EDSs subtypes. In this article, the authors provide an overview of hEDS symptoms and comborbidities, current treatment options, and the clinical criteria currently guiding the standard of care.",0.10081921517848969,False
32170975,"Classic Ehlers-Danlos syndrome (EDS) is a connective tissue disorder characterized by laxity. The skin, as one of the organs involved, shows hyperextensibility, which makes it prone to trauma. In this context, it would seem logical for cutaneous synovial metaplasia, which is considered a form of repair, to be commonly found in cases of EDS. However, there are only two previously published cases of synovial metaplasia in EDS. We present a third case in a 56-year-old woman with painful redundant skin in both elbows and knees for whom a skin fold of the left elbow was removed to relieve her symptoms. The biopsy showed preservation of the elastic and collagen fibers. The main alteration was the evidence of dermal cystic spaces lined by fibrinoid rests with focal pseudopapillary projections. However, in some zones the cellular lining was preserved, and it was composed of vimentin-positive, fibroblast-like flat, elongated cells, as well as CD68-positive macrophages. No birefringent particles were found in an examination under polarized light.",0.09280027449131012,False
32467296,"BACKGROUND:The Ehlers-Danlos syndromes (EDS) are a group of connective tissue disorders with several recognised types. Patients with a type of EDS have connective tissue abnormalities resulting in a varying degree of joint hypermobility, skin and vascular fragility and generalised tissue friability. Classical EDS (cEDS) typically occurs as a result of dominant pathogenic variants in COL5A1 or COL5A2. The cardinal features of cEDS are hyperextensible skin, atrophic scarring and joint hypermobility. Arterial complications are more characteristically a feature of vascular EDS although individual cases of arterial events in cEDS have been reported. METHODS:A cohort of 154 patients with a clinical diagnosis of cEDS from the UK was analysed. RESULTS:Seven patients (4.5%) with a diagnosis of cEDS (four pathogenic, one likely pathogenic and two variants of uncertain significance in COL5A1) who had experienced arterial complications were identified. Arterial complications mostly involved medium-sized vessels and also two abdominal aortic aneurysms. No unique clinical features were identified in this group of patients. CONCLUSION:There is a possible increased risk of arterial complications in patients with cEDS, although not well-defined. Clinicians need to be aware of this possibility when presented with a patient with an arterial complication and features of cEDS. Long-term management in families with cEDS and a vascular complication should be individually tailored to the patient's history and their family's history of vascular events.",0.08640776574611664,False
32414079,"Ehlers-Danlos syndromes (EDS) are a group of heritable connective tissue disorders (HCTDs) characterized by a variable degree of skin hyperextensibility, joint hypermobility and tissue fragility. The current EDS classification distinguishes 13 subtypes and 19 different causal genes mainly involved in collagen and extracellular matrix synthesis and maintenance. EDS need to be differentiated from other HCTDs with a variable clinical overlap including Marfan syndrome and related disorders, some types of skeletal dysplasia and cutis laxa. Clinical recognition of EDS is not always straightforward and for a definite diagnosis, molecular testing can be of great assistance, especially in patients with an uncertain phenotype. Currently, the major challenging task in EDS is to unravel the molecular basis of the hypermobile EDS that is the most frequent form, and for which the diagnosis is only clinical in the absence of any definite laboratory test. This EDS subtype, as well as other EDS-reminiscent phenotypes, are currently investigated worldwide to unravel the primary genetic defect and related pathomechanisms. The research articles, case report, and reviews published in this Special Issue focus on different clinical, genetic and molecular aspects of several EDS subtypes and some related disorders, offering novel findings and future research and nosological perspectives.",0.06213529407978058,False
32175940,"Ehlers-Danlos syndrome (EDS) describes a group of heritable disorders of connective tissue comprising mutations in the genes involved in the structure and/or biosynthesis of collagen. Thirteen EDS subtypes are recognized, with a wide degree of symptom overlap among subtypes and with other connective tissue disorders. The clinical hallmarks of EDS are tissue fragility, joint hypermobility, and skin hyperextensibility. Appropriate diagnosis of EDS is important for correct multidisciplinary management and is associated with better clinical outcomes for patients.",0.028906535357236862,False
32423364,"OBJECTIVES:Marfan syndrome and Ehlers-Danlos syndrome represent two connective tissue vascular diseases requiring unique consideration in their vascular surgical care. A comprehensive national review encompassing all hospitalizations for the Marfan Syndrome and Ehlers-Danlos syndrome patient population is lacking. METHODS:The National (Nationwide) Inpatient Sample from 2010 to 2014 was reviewed for all inpatient vascular surgery procedures including those with a diagnosis of Marfan syndrome and Ehlers-Danlos syndrome. National estimates of vascular surgery rates were generated from provided weights. Patient demographics, procedure type, and outcomes were assessed. RESULTS:There were 3103 Marfan syndrome and 476 Ehlers-Danlos syndrome vascular procedures identified as well as 3,895,381 vascular procedures in the remainder of population (control group). The percent of aortic procedures from all vascular procedures in Marfan syndrome (23.5%) and Ehlers-Danlos syndrome (23.5%) were 2.5-fold higher than controls (9.1%), p < 0.0001. Open aortic aneurysm repair was also significantly greater in both Marfan syndrome (16.8%) and Ehlers-Danlos syndrome (11.2%) compared to controls (4.4%), p < 0.0001. Endovascular aortic repair (p < 0.2302) was similar among the groups. Marfan syndrome (7.7%) and Ehlers-Danlos syndrome (5.1%) had more thoracic endovascular aortic repair performed than controls (0.7%), p < 0.0001. Percutaneous procedures were fewer in Marfan syndrome (6.3%) than controls (31.3%) and Ehlers-Danlos syndrome (26.3%), p < 0.0001, while repair of peripheral arteries was greater in Marfan syndrome (5.9%) and Ehlers-Danlos syndrome (4.1%) than controls (1.5%), p < 0.0001. For total aortic procedures, the mean age of aortic procedures was 68.2 years in controls vs 45.8 years in Marfan syndrome and 55.3 years in Ehlers-Danlos syndrome, p < 0.0001. Marfan syndrome and Ehlers-Danlos syndrome had fewer comorbidities overall, while controls had significantly higher rates of coronary artery disease (controls 39.9% vs Marfan syndrome 8.3% and Ehlers-Danlos syndrome 13.0%, p < 0.0001), peripheral vascular disease (controls 34.5% vs Marfan syndrome 4.2% and Ehlers-Danlos syndrome 8.7%, p < 0.0001), and diabetes (controls 20.6% vs Marfan syndrome 6.6 and Ehlers-Danlos syndrome 4.4%, p < 0.0001). Marfan syndrome and Ehlers-Danlos syndrome had higher overall complication rate (65.5% and 52.2%) compared to controls (44.6%), p < 0.0001. Postoperative hemorrhage was more likely in Marfan syndrome (42.9%) and Ehlers-Danlos syndrome (39.1%) than controls (22.2%), p < 0.0001. Increased respiratory failure was noted in Marfan syndrome (20.2%) vs controls (10.7%) and Ehlers-Danlos syndrome (8.7%), p = .0003. Finally, length of stay was increased in Marfan syndrome 12.5 days vs Ehlers-Danlos syndrome 7.4 days and controls 7.2 days (p < 0.0001) as well as a higher median costs of index hospitalization in Marfan syndrome ($57,084 vs Ehlers-Danlos syndrome $22,032 and controls $26,520, p < 0.0001). CONCLUSIONS:Patients with Marfan syndrome and Ehlers-Danlos syndrome differ from other patients undergoing vascular surgical procedures, with a significantly higher proportion of aortic procedures including open aneurysm repair and thoracic endovascular aortic repair. While they are younger with fewer comorbidities, due to the unique pathogenesis of their underlying connective tissue disorder, there is an overall higher rate of procedural complications and increased length of stay and cost for Marfan syndrome patients undergoing aortic surgery.",0.028199614956974983,False
