Background	O
Chemotherapy	O
-	O
induced	O
cardiomyopathy	O
(	O
CICM	O
)	O
and	O
heart	O
failure	O
are	O
major	O
complications	O
of	O
cancer	O
therapeutics	O
and	O
can	O
result	O
in	O
significant	O
morbidity	O
and	O
mortality	O
.	O

There	O
is	O
limited	O
data	O
on	O
the	O
incidence	B-EPI
and	O
risk	O
factors	O
of	O
CICM	O
in	O
African	O
American	O
and	O
Afro	O
-	O
Caribbean	O
patients	O
.	O

Methods	O
We	O
performed	O
a	O
retrospective	O
chart	O
review	O
to	O
evaluate	O
the	O
baseline	O
characteristics	O
that	O
may	O
predispose	O
to	O
CICM	O
.	O

Patients	O
were	O
African	O
American	O
and	O
Afro	O
-	O
Caribbean	O
ethnicity	O
.	O

Data	O
was	O
collected	O
between	O
2014	O
to	O
2018	O
.	O

Patients	O
had	O
transthoracic	O
echocardiogram	O
(	O
TTE	O
)	O
or	O
multigated	O
acquisition	O
scan	O
(	O
MUGA	O
)	O
prior	O
to	O
cancer	O
therapy	O
and	O
every	O
3	O
months	O
thereafter	O
,	O
until	O
the	O
end	O
of	O
the	O
regimen	O
.	O

CICM	O
was	O
defined	O
as	O
a	O
≥16	O
%	O
reduction	O
in	O
LVEF	B-LOC
or	O
≥10	O
%	O
reduction	O
in	O
LVEF	B-LOC
to	O
a	O
value	O
<	B-STAT
50	I-STAT
%	I-STAT
.	O

Results	O
A	O
total	O
of	O
230	O
patients	O
were	O
studied	O
,	O
with	O
a	O
mean	O
age	O
of	O
54±12	O
years	O
with	O
91	O
%	O
were	O
females	O
,	O
BMI	O
30±4	O
,	O
81	O
%	O
were	O
taking	O
anthracyclines	O
,	O
87	O
%	O
were	O
on	O
Trastuzumab	B-LOC
while	O
5	O
%	O
were	O
receiving	O
both	O
medications	O
.	O

The	O
prevalence	B-EPI
of	O
comorbidities	O
was	O
as	O
follows	O
:	O
hypertension	O
8	O
%	O
,	O
diabetes	O
mellitus	O
8	O
%	O
,	O
ESRD	O
8	O
%	O
,	O
dyslipidemia	O
8	O
%	O
,	O
CAD	O
7	B-STAT
%	I-STAT
.	O

The	O
incidence	B-EPI
of	O
CICM	O
was	O
7	O
%	O
overall	O
,	O
while	O
it	O
was	O
6	O
%	O
and	O
8	O
%	O
for	O
patients	O
taking	O
Anthracyclines	O
and	O
Trastuzumab	B-LOC
,	O
respectively	O
.	O

CICM	O
was	O
associated	O
with	O
dyslipidemia	O
(	O
r=	O
.22	O
,	O
p=	O
.001	O
)	O
,	O
hypertension	O
(	O
r=	O
.12	O
,	O
p=	O
.05	O
)	O
,	O
baseline	O
ejection	O
fraction	O
(	O
r=	O
-.21	O
,	O
p=	O
.001	O
)	O
and	O
concomitant	O
use	O
of	O
radiation	O
therapy	O
(	O
r=	O
.147	O
,	O
p=	O
.02	O
)	O
,	O
but	O
not	O
with	O
age	O
,	O
gender	O
,	O
beta	O
blocker	O
use	O
,	O
angiotensin	O
converting	O
enzyme	O
inhibitor	O
use	O
,	O
number	O
of	O
chemotherapy	O
cycles	O
or	O
stage	O
of	O
the	O
malignancy	O
.	O

On	O
multivariate	O
analysis	O
CICM	O
was	O
independently	O
associated	O
with	O
baseline	O
ejection	O
fraction	O
(	O
β=	O
-.193	O
,	O
P=	O
.003	O
)	O
and	O
dyslipidemia	O
(	O
β=	O
-.20	O
,	O
P=	O
.003	O
)	O
.	O

Conclusion	O
The	O
incidence	B-EPI
of	O
CICM	O
in	O
African	O
Americans	O
and	O
Afro	O
-	O
Caribbean	O
is	O
higher	O
than	O
reported	O
in	O
the	O
general	O
population	O
.	O

Dyslipidemia	O
and	O
baseline	O
ejection	O
fraction	O
were	O
seen	O
as	O
the	O
major	O
risk	O
factors	O
associated	O
with	O
the	O
higher	O
incidence	B-EPI
of	O
CICM	O
.	O

Background	O
Cardiac	O
rupture	O
is	O
a	O
disastrous	O
but	O
uncommon	O
complication	O
of	O
acute	O
ST	B-LOC
-	O
elevation	O
myocardial	O
infarction	O
(	O
STEMI	O
)	O
.	O

The	O
incidence	B-EPI
,	O
risk	O
factors	O
and	O
in	O
-	O
hospital	O
outcomes	O
related	O
to	O
cardiac	O
rupture	O
in	O
the	O
current	O
era	O
are	O
unknown	O
.	O

Methods	O
This	O
study	O
consecutively	O
collected	O
all	O
acute	O
STEMI	O
patients	O
admitted	O
to	O
a	O
single	O
tertiary	O
center	O
in	O
China	B-LOC
from	O
January	O
2004	O
to	O
December	O
2015	O
.	O

Characteristics	O
of	O
each	O
cardiac	O
rupture	O
were	O
collected	O
and	O
analyzed	O
.	O

Results	O
Among	O
4190	O
patients	O
,	O
75	B-STAT
(	O
1.8	O
%	O
)	O
patients	O
had	O
cardiac	O
rupture	O
,	O
including	O
33	O
at	O
the	O
ventricular	O
septum	O
and	O
42	O
at	O
the	O
left	O
ventricle	O
free	O
wall	O
(	O
LVFW	O
)	O
.	O

Patients	O
with	O
cardiac	O
rupture	O
were	O
more	O
likely	O
to	O
be	O
female	O
,	O
with	O
more	O
advanced	O
age	O
,	O
lower	O
rate	O
of	O
primary	O
percutaneous	O
coronary	O
intervention	O
(	O
PPCI	O
)	O
,	O
and	O
higher	O
in	O
-	O
hospital	O
mortality	O
.	O

