Aims	O
Coeliac	B-DIS
disease	I-DIS
CD	B-DIS
is	O
an	O
autoimmune	B-DIS
disorder	I-DIS
with	O
a	O
prevalence	B-EPI
≤2	B-STAT
%	I-STAT
that	O
causes	O
an	O
immune	O
reaction	O
to	O
gluten	O
.	O

Growth	O
retardation	O
GR	O
generally	O
accompanies	O
CD	B-DIS
due	O
to	O
gastrointestinal	O
complications	O
and	O
should	O
be	O
treated	O
as	O
early	O
as	O
possible	O
along	O
with	O
initiation	O
of	O
a	O
gluten	O
-	O
free	O
diet	O
.	O

The	O
aim	O
of	O
this	O
study	O
was	O
to	O
determine	O
the	O
indicators	O
of	O
GR	O
in	O
patients	O
with	O
CD	O
.	O

Methods	O
This	O
single	O
-	O
centre	O
retrospective	O
study	O
included	O
paediatric	O
outpatients	O
with	O
CD	O
.	O

All	O
patients	O
were	O
diagnosed	O
with	O
CD	O
via	O
serological	O
analysis	O
and	O
upper	B-DIS
gastrointestinal	I-DIS
endoscopy	I-DIS
if	O
necessary	O
.	O

Patient	O
records	O
were	O
obtained	O
from	O
Adana	O
City	O
Training	O
and	O
Research	O
Hospital	O
.	O

Patients	O
that	O
were	O
diagnosed	O
with	O
GR	O
accompanying	O
CD	O
were	O
given	O
oral	O
nutritional	O
supplements	O
and	O
followed	O
-	O
up	O
every	O
3	O
-	O
6	O
months	O
.	O

Statistical	O
relationships	O
between	O
demographics	O
and	O
anthropometric	O
measurements	O
duration	O
of	O
breastfeeding	O
gluten	O
contact	O
time	O
diet	O
duration	O
presenting	O
complaints	B-DIS
and	O
serological	O
findings	O
were	O
evaluated	O
.	O

Results	O
This	O
study	O
included	O
169	O
paediatric	O
outpatients	O
between	O
ages	O
1	O
and	O
18	O
.	O

Longer	O
symptom	O
duration	O
and	O
shorter	O
breastfeeding	O
duration	O
were	O
significantly	O
correlated	O
with	O
GR	O
accompanying	O
CD	O
P	O
=	O
0.007	O
and	O
P	O
=	O
0.029	O
respectively	O
.	O

Vomiting	B-DIS
was	O
the	O
only	O
symptom	O
that	O
was	O
correlated	O
with	O
the	O
presence	O
of	O
GR	O
P	O
=	O
0.010	O
.	O

Helicobacter	O
pylori	B-DIS
infection	I-DIS
was	O
not	O
correlated	O
with	O
the	O
presence	O
of	O
GR	O
P	O
=	O
0.277	O
.	O

Conclusions	O
GR	O
should	O
be	O
treated	O
as	O
early	O
as	O
possible	O
to	O
reduce	O
the	O
severity	O
of	O
CD	O
and	O
a	O
6	O
months	O
sole	O
breastfeeding	O
followed	O
by	O
solid	O
foods	O
accompanied	O
by	O
breastfeeding	O
for	O
2	O
years	O
is	O
crucial	O
for	O
preventing	O
GR	O
.	O

Moreover	O
vomiting	B-DIS
as	O
a	O
presenting	O
complaint	O
in	O
patients	O
with	O
CD	O
might	O
be	O
indicative	O
of	O
the	O
presence	O
of	O
GR	O
.	O

The	O
Australian	O
Cattle	B-DIS
dog	O
ACD	O
is	O
one	O
of	O
many	O
breeds	O
predisposed	O
to	O
congenital	B-DIS
sensorineural	I-DIS
deafness	I-DIS
CSD	O
.	O

The	O
objective	O
of	O
this	O
study	O
was	O
to	O
estimate	O
CSD	B-DIS
prevalence	B-EPI
and	O
investigate	O
any	O
association	O
with	O
phenotype	O
in	O
the	O
ACD	O
in	O
the	O
UK	B-LOC
.	O

The	O
database	O
of	O
the	O
authors	O
'	O
institution	O
was	O
searched	O
for	O
ACD	O
puppies	O
undergoing	O
brainstem	O
auditory	O
evoked	O
response	O
BAER	O
testing	O
for	O
CSD	O
screening	O
1999	O
-	O
2019	O
.	O

Inclusion	O
criteria	O
were	O
BAER	O
performed	O
at	O
4	O
-	O
10	O
weeks	O
of	O
age	O
testing	O
of	O
complete	O
litters	O
and	O
available	O
phenotypic	O
data	O
.	O

The	O
age	O
sex	O
coat	O
and	O
iris	O
colour	O
presence	O
and	O
location	O
of	O
face	O
and	O
body	O
patches	O
hearing	O
status	O
and	O
BAER-	O
determined	O
parental	O
hearing	O
status	O
of	O
each	O
puppy	O
were	O
recorded	O
.	O

A	O
multivariable	O
mixed	O
-	O
effects	O
logistic	O
regression	O
model	O
was	O
used	O
to	O
calculate	O
odds	O
ratios	O
and	O
95	O
%	O
confidence	O
intervals	O
to	O
determine	O
whether	O
any	O
of	O
these	O
variables	O
were	O
significantly	O
associated	O
with	O
CSD	O
while	O
adjusting	O
for	O
clustering	O
at	O
litter	O
level	O
.	O

Inclusion	O
criteria	O
were	O
met	O
for	O
524	O
puppies	O
.	O

Hearing	O
was	O
bilaterally	O
normal	O
in	O
464	O
puppies	O
88.6	B-STAT
%	I-STAT
.	O

The	O
prevalence	B-EPI
of	O
unilateral	O
and	O
bilateral	O
CSD	B-DIS
was	O
9.7	B-STAT
%	I-STAT
and	O
1.7	B-STAT
%	I-STAT
respectively	O
.	O

On	O
the	O
basis	O
of	O
multivariable	O
analysis	O
the	O
presence	O
of	O
a	O
pigmented	O
face	O
patch	O
was	O
the	O
only	O
phenotypic	O
variable	O
significantly	O
associated	O
with	O
CSD	B-DIS
and	O
was	O
linked	O
to	O
a	O
reduced	O
risk	O
of	O
the	O
condition	O
.	O

The	O
prevalence	B-EPI
was	O
similar	O
to	O
that	O
reported	O
in	O
an	O
Australian	O
population	O
of	O
ACDs	O
.	O

The	O
key	O
findings	O
from	O
this	O
study	O
were	O
that	O
overall	O
CSD	O
prevalence	B-EPI
in	O
the	O
ACD	O
population	O
in	O
the	O
UK	B-LOC
was	O
11.4	B-STAT
%	I-STAT
and	O
puppies	O
with	O
a	O
face	O
patch	O
were	O
at	O
reduced	O
risk	O
of	O
the	O
condition	O
.	O

Despite	O
the	O
importance	O
of	O
Culex	O
species	O
as	O
major	O
vectors	O
of	O
Rift	B-LOC
Valley	I-LOC
fever	B-DIS
virus	O
West	B-LOC
Nile	I-LOC
virus	O
and	O
the	O
microfilariae	O
that	O
cause	O
lymphatic	O
filariasis	O
information	O
on	O
these	O
mosquitoes	O
in	O
Sudan	B-LOC
is	O
limited	O
to	O
works	O
published	O
65	O
years	O
ago	O
in	O
the	O
former	O
Anglo	O
-	O
Egyptian	O
Sudan	B-LOC
where	O
some	O
species	O
were	O
only	O
recorded	O
from	O
areas	O
of	O
the	O
territory	O
now	O
known	O
as	O
South	B-LOC
Sudan	I-LOC
.	O

In	O
this	O
paper	O
we	O
provide	O
updated	O
information	O
on	O
Culex	O
mosquitoes	O
collected	O
indoors	O
during	O
surveillance	O
studies	O
conducted	O
along	O
the	B-LOC
Nile	I-LOC
River	I-LOC
in	O
central	O
and	O
northern	O
areas	O
of	O
Sudan	B-LOC
between	O
2012	O
and	O
2019	O
.	O

Of	O
3411	O
female	O
mosquitoes	O
collected	O
in	O
Khartoum	B-LOC
and	O
northern	O
states	O
along	O
the	O
river	O
2560	O
75	B-STAT
%	I-STAT
were	O
specimens	O
of	O
Culex	O
belonging	O
to	O
12	O
species	O
Cx	O
.	O

Culex	O
antennatus	B-DIS
Becker	I-DIS
1903	O
Cx	O
.	O

Cux	O
.	O

laticinctus	O
Edwards	O
1913	O
Cx	O
.	O

Cux	O
.	O

neavei	O
Theobald	O
1906	O
Cx	O
.	O

Cux	O
.	O

pipiens	O
Linnaeus	O
1758	O
Cx	O
.	O

Cux	O
.	O

perexiguus	O
Theobald	O
1903	O
Cx	O
.	O

Cux	O
.	O

poicilipes	O
Theobald	O
1903	O
Cx	O
.	O

Cux	O
.	O

quinquefasciatus	O
Say	O
1823	O
Cx	O
.	O

Cux	O
.	O

simpsoni	O
Theobald	O
1905	O
Cx	O
.	O

Cux	O
.	O

sinaiticus	O
Kirkpatrick	O
1925	O
Cx	O
.	O

Cux	O
.	O

theileri	O
Theobald	O
1903	O
Cx	O
.	O

Cux	O
.	O

tritaeniorhynchus	O
Giles	O
1901	O
and	O
Cx	O
.	O

Culiciomyia	O
macfiei	O
Edwards	O
1923	O
.	O

This	O
is	O
the	O
first	O
record	O
for	O
Cx	O
.	O

tritaeniorhynchus	O
and	O
Cx	O
.	O

macfiei	O
in	O
central	O
Sudan	B-LOC
.	O

The	O
relative	O
abundance	O
of	O
each	O
species	O
varied	O
in	O
different	O
areas	O
and	O
seasons	O
but	O
Cx	O
.	O
antennatus	O
and	O
Cx	O
.	O
quinquefasciatus	O
were	O
the	O
most	O
abundant	O
indoor	O
resting	O
species	O
.	O

We	O
provide	O
an	O
updated	O
dichotomous	O
key	O
for	O
the	O
identiﬁcation	O
of	O
the	O
adults	O
of	O
Culex	O
mosquitoes	O
known	O
to	O
occur	O
in	O
the	O
Republic	B-LOC
of	I-LOC
the	I-LOC
Sudan	I-LOC
.	O

Objectives	O
Few	O
studies	O
have	O
investigated	O
the	O
prognostic	O
factors	O
for	O
idiopathic	B-DIS
inflammatory	I-DIS
myopathy	I-DIS
-	O
associated	O
interstitial	B-DIS
lung	I-DIS
disease	I-DIS
IIM	B-DIS
-	O
ILD	B-DIS
across	O
different	O
clinical	O
/	O
serological	O
phenotypes	O
.	O

Methods	O
We	O
conducted	O
a	O
retrospective	O
analysis	O
of	O
patients	O
diagnosed	O
with	O
IIM	B-DIS
between	O
January	O
2012	O
and	O
December	O
2017	O
.	O

Results	O
Of	O
the	O
760	O
IIM	B-DIS
cases	O
registered	O
679	O
adult	O
cases	O
were	O
included	O
in	O
this	O
study	O
.	O

ILD	B-DIS
was	O
present	B-EPI
in	O
508	O
cases	O
and	O
the	O
presence	B-EPI
of	O
ILD	B-DIS
in	O
the	O
clinically	O
amyopathic	O
DM	O
DM	O
and	O
PM	O
groups	O
was	O
92.7	B-STAT
73.6	B-STAT
and	O
55.1	B-STAT
%	I-STAT
respectively	O
P	O
<	O
0.01	O
.	O

The	O
prevalence	B-EPI
of	O
ILD	B-DIS
in	O
the	O
anti	O
-	O
synthetase	O
